app,method,path,source_file,request_fields,response_fields,auth,corp_scope,go_evidence
dashboard,GET,/contactField/portrait,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactFieldPivot/index,web/legacy/dashboard/src/api/workContact.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/contactReceiveIndex,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/employeeSendIndex,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/index,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/messageShow,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/show,web/legacy/dashboard/src/api/contactMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactMessageBatchSend/showRoom,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactSop/index,web/legacy/dashboard/src/api/contactSop.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactSop/info,web/legacy/dashboard/src/api/contactSop.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactTransfer/info,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactTransfer/log,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactTransfer/room,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactTransfer/saveUnassignedList,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/contactTransfer/unassignedList,web/legacy/dashboard/src/api/contactTransfer.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/corp/index,web/legacy/dashboard/src/api/corp.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/corp/select,web/legacy/dashboard/src/api/login.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/corp/show,web/legacy/dashboard/src/api/corp.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/corpData/index,web/legacy/dashboard/src/api/corpData.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/corpData/lineChat,web/legacy/dashboard/src/api/corpData.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/external/tenantIndex,web/legacy/dashboard/src/api/corpData.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/greeting/index,web/legacy/dashboard/src/api/greeting.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/greeting/show,web/legacy/dashboard/src/api/greeting.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/lottery/index,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/lottery/info,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/lottery/share,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/lottery/show,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/lottery/writeOff,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/medium/index,web/legacy/dashboard/src/api/mediumGroup.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/medium/show,web/legacy/dashboard/src/api/mediumGroup.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/mediumGroup/index,web/legacy/dashboard/src/api/mediumGroup.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/officialAccount/getPreAuthUrl,web/legacy/dashboard/src/api/officialAccount.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/officialAccount/index,web/legacy/dashboard/src/api/lottery.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/index,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/indexChannel,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/indexChannelLink,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/info,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/radarArticle,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/show,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/showChannel,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/radar/showContact,web/legacy/dashboard/src/api/radar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/index,web/legacy/dashboard/src/api/role.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/permissionByUser,web/legacy/dashboard/src/api/login.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/permissionShow,web/legacy/dashboard/src/api/role.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/select,web/legacy/dashboard/src/api/user.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/show,web/legacy/dashboard/src/api/role.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/role/showEmployee,web/legacy/dashboard/src/api/role.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomCalendar/index,web/legacy/dashboard/src/api/roomCalendar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomCalendar/show,web/legacy/dashboard/src/api/roomCalendar.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomClockIn/dayDetail,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomClockIn/index,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomClockIn/info,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomClockIn/show,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomClockIn/showContact,web/legacy/dashboard/src/api/roomClockIn.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/index,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/info,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/show,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/showContact,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/showRoom,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomFission/writeOff,web/legacy/dashboard/src/api/roomFission.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomInfinitePull/index,web/legacy/dashboard/src/api/roomInfinitePull.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomInfinitePull/info,web/legacy/dashboard/src/api/roomInfinitePull.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomMessageBatchSend/index,web/legacy/dashboard/src/api/roomMessageBatchSend.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomQuality/contactDetail,web/legacy/dashboard/src/api/roomQuality.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomQuality/index,web/legacy/dashboard/src/api/roomQuality.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomQuality/info,web/legacy/dashboard/src/api/roomQuality.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomQuality/showContact,web/legacy/dashboard/src/api/roomQuality.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomRemind/index,web/legacy/dashboard/src/api/roomRemind.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomRemind/info,web/legacy/dashboard/src/api/roomRemind.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomRemind/status,web/legacy/dashboard/src/api/roomRemind.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomSop/index,web/legacy/dashboard/src/api/roomSop.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomSop/info,web/legacy/dashboard/src/api/roomSop.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/chooseContact,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/index,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/remindSend,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/roomList,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/show,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomTagPull/showContact,web/legacy/dashboard/src/api/workRoom.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomWelcome/index,web/legacy/dashboard/src/api/roomWelcome.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/roomWelcome/show,web/legacy/dashboard/src/api/roomWelcome.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/sensitiveWord/index,web/legacy/dashboard/src/api/sensitiveWords.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/sensitiveWordGroup/select,web/legacy/dashboard/src/api/sensitiveWords.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/sensitiveWordsMonitor/index,web/legacy/dashboard/src/api/sensitiveWordsMonitor.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/sensitiveWordsMonitor/show,web/legacy/dashboard/src/api/sensitiveWordsMonitor.js,-,-,unknown,unknown,internal/server/server.go
dashboard,GET,/shopCode/addressKeyWordList,web/legacy/dashboard/src/api/shopCode.js,-,-,unknown,unknown,internal/server/server.go
