app,method,path,legacy_declarations,go_route_evidence,php_handler,client_consumers,response_evidence,scope_evidence
dashboard,GET,/contactTransfer/unassignedList,web/legacy/dashboard/src/api/contactTransfer.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-transfer/src/Action/Dashboard/UnassignedList.php#L53,web/legacy/dashboard/src/views/contactTransfer/resignIndex.vue,client:web/legacy/dashboard/src/views/contactTransfer/resignIndex.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-transfer/src/Action/Dashboard/UnassignedList.php#L53
dashboard,GET,/corp/index,web/legacy/dashboard/src/api/corp.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Index.php#L45,web/legacy/dashboard/src/views/corp/index.vue,client:web/legacy/dashboard/src/views/corp/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Index.php#L45
dashboard,GET,/corp/select,web/legacy/dashboard/src/api/login.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Select.php#L50,web/legacy/dashboard/src/components/GlobalHeader/AvatarDropdown.vue;web/legacy/dashboard/src/components/GlobalHeader/RightContent.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Select.php#L50,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Select.php#L50
dashboard,GET,/corp/show,web/legacy/dashboard/src/api/corp.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Show.php#L43,web/legacy/dashboard/src/views/corp/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Show.php#L43,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Show.php#L43
dashboard,GET,/corpData/index,web/legacy/dashboard/src/api/corpData.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/index/src/Action/Dashboard/Index.php#L49,web/legacy/dashboard/src/views/corpData/index.vue,client:web/legacy/dashboard/src/views/corpData/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/index/src/Action/Dashboard/Index.php#L49
dashboard,GET,/corpData/lineChat,web/legacy/dashboard/src/api/corpData.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/index/src/Action/Dashboard/LineChat.php#L42,web/legacy/dashboard/src/views/corpData/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/index/src/Action/Dashboard/LineChat.php#L42,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/index/src/Action/Dashboard/LineChat.php#L42
dashboard,GET,/external/tenantIndex,web/legacy/dashboard/src/api/corpData.js,internal/server/server.go,-,web/legacy/dashboard/src/views/corpData/index.vue,client:web/legacy/dashboard/src/views/corpData/index.vue,internal/server/server.go
dashboard,GET,/greeting/index,web/legacy/dashboard/src/api/greeting.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/greeting/src/Action/Dashboard/Index.php#L41,web/legacy/dashboard/src/views/greeting/index.vue,client:web/legacy/dashboard/src/views/greeting/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/greeting/src/Action/Dashboard/Index.php#L41
dashboard,GET,/greeting/show,web/legacy/dashboard/src/api/greeting.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/greeting/src/Action/Dashboard/Show.php#L57,web/legacy/dashboard/src/views/greeting/store.vue,client:web/legacy/dashboard/src/views/greeting/store.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/greeting/src/Action/Dashboard/Show.php#L57,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/greeting/src/Action/Dashboard/Show.php#L57
dashboard,GET,/lottery/index,web/legacy/dashboard/src/api/lottery.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/lottery/info,web/legacy/dashboard/src/api/lottery.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/lottery/share,web/legacy/dashboard/src/api/lottery.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/lottery/show,web/legacy/dashboard/src/api/lottery.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/lottery/writeOff,web/legacy/dashboard/src/api/lottery.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/medium/index,web/legacy/dashboard/src/api/mediumGroup.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Index.php#L43,web/legacy/dashboard/src/views/channelCode/store.vue;web/legacy/dashboard/src/views/greeting/store.vue;web/legacy/dashboard/src/views/mediumGroup/index.vue;web/legacy/dashboard/src/views/roomMessageBatchSend/store.vue,client:web/legacy/dashboard/src/views/channelCode/store.vue;client:web/legacy/dashboard/src/views/greeting/store.vue;client:web/legacy/dashboard/src/views/mediumGroup/index.vue;client:web/legacy/dashboard/src/views/roomMessageBatchSend/store.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Index.php#L43,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Index.php#L43
dashboard,GET,/medium/show,web/legacy/dashboard/src/api/mediumGroup.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Show.php#L38,web/legacy/dashboard/src/views/mediumGroup/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Show.php#L38,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Show.php#L38
dashboard,GET,/mediumGroup/index,web/legacy/dashboard/src/api/mediumGroup.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Group/Index.php#L36,web/legacy/dashboard/src/views/channelCode/store.vue;web/legacy/dashboard/src/views/greeting/store.vue;web/legacy/dashboard/src/views/mediumGroup/index.vue;web/legacy/dashboard/src/views/roomMessageBatchSend/store.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Group/Index.php#L36,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Group/Index.php#L36
dashboard,GET,/officialAccount/getPreAuthUrl,web/legacy/dashboard/src/api/officialAccount.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/GetPreAuthUrl.php#L64,web/legacy/dashboard/src/views/officialAccount/create.vue,client:web/legacy/dashboard/src/views/officialAccount/create.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/GetPreAuthUrl.php#L64,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/GetPreAuthUrl.php#L64
dashboard,GET,/officialAccount/index,web/legacy/dashboard/src/api/lottery.js;web/legacy/dashboard/src/api/officialAccount.js;web/legacy/dashboard/src/api/radar.js;web/legacy/dashboard/src/api/roomClockIn.js;web/legacy/dashboard/src/api/roomFission.js;web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/Index.php#L78,web/legacy/dashboard/src/views/officialAccount/index.vue;web/legacy/dashboard/src/views/roomFission/components/create/step/step1.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/Index.php#L78,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/official-account/src/Action/Dashboard/Index.php#L78
dashboard,GET,/radar/index,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/radar/indexChannel,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,web/legacy/dashboard/src/views/radar/components/share.vue,client:web/legacy/dashboard/src/views/radar/components/share.vue,internal/server/server.go
dashboard,GET,/radar/indexChannelLink,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,web/legacy/dashboard/src/views/radar/components/share.vue,client:web/legacy/dashboard/src/views/radar/components/share.vue,internal/server/server.go
dashboard,GET,/radar/info,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/radar/radarArticle,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/radar/show,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/radar/showChannel,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/radar/showContact,web/legacy/dashboard/src/api/radar.js,internal/server/server.go,-,web/legacy/dashboard/src/views/radar/components/clickDetails.vue,client:web/legacy/dashboard/src/views/radar/components/clickDetails.vue,internal/server/server.go
dashboard,GET,/role/index,web/legacy/dashboard/src/api/role.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Index.php#L47,web/legacy/dashboard/src/views/role/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Index.php#L47,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Index.php#L47
dashboard,GET,/role/permissionByUser,web/legacy/dashboard/src/api/login.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionByUser.php#L70,web/legacy/dashboard/src/store/modules/permission.js,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionByUser.php#L70,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionByUser.php#L70
dashboard,GET,/role/permissionShow,web/legacy/dashboard/src/api/role.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionShow.php#L44,web/legacy/dashboard/src/views/role/permissionShow.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionShow.php#L44,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionShow.php#L44
dashboard,GET,/role/select,web/legacy/dashboard/src/api/user.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Select.php#L43,web/legacy/dashboard/src/views/user/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Select.php#L43,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Select.php#L43
dashboard,GET,/role/show,web/legacy/dashboard/src/api/role.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Show.php#L52,web/legacy/dashboard/src/views/role/index.vue,client:web/legacy/dashboard/src/views/role/index.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Show.php#L52,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Show.php#L52
dashboard,GET,/role/showEmployee,web/legacy/dashboard/src/api/role.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/ShowEmployee.php#L47,web/legacy/dashboard/src/views/role/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/ShowEmployee.php#L47,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/ShowEmployee.php#L47
dashboard,GET,/roomCalendar/index,web/legacy/dashboard/src/api/roomCalendar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomCalendar/show,web/legacy/dashboard/src/api/roomCalendar.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomClockIn/dayDetail,web/legacy/dashboard/src/api/roomClockIn.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomClockIn/index,web/legacy/dashboard/src/api/roomClockIn.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomClockIn/info,web/legacy/dashboard/src/api/roomClockIn.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomClockIn/show,web/legacy/dashboard/src/api/roomClockIn.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomClockIn/showContact,web/legacy/dashboard/src/api/roomClockIn.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomFission/index,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomFission/info,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,web/legacy/dashboard/src/views/roomFission/components/list/details.vue,client:web/legacy/dashboard/src/views/roomFission/components/list/details.vue,internal/server/server.go
dashboard,GET,/roomFission/show,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomFission/showContact,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomFission/showRoom,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomFission/writeOff,web/legacy/dashboard/src/api/roomFission.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomInfinitePull/index,web/legacy/dashboard/src/api/roomInfinitePull.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomInfinitePull/info,web/legacy/dashboard/src/api/roomInfinitePull.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomMessageBatchSend/index,web/legacy/dashboard/src/api/roomMessageBatchSend.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Index.php#L53,web/legacy/dashboard/src/views/roomMessageBatchSend/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Index.php#L53,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Index.php#L53
dashboard,GET,/roomQuality/contactDetail,web/legacy/dashboard/src/api/roomQuality.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomQuality/index,web/legacy/dashboard/src/api/roomQuality.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomQuality/info,web/legacy/dashboard/src/api/roomQuality.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomQuality/showContact,web/legacy/dashboard/src/api/roomQuality.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomRemind/index,web/legacy/dashboard/src/api/roomRemind.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomRemind/info,web/legacy/dashboard/src/api/roomRemind.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomRemind/status,web/legacy/dashboard/src/api/roomRemind.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomSop/index,web/legacy/dashboard/src/api/roomSop.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomSop/info,web/legacy/dashboard/src/api/roomSop.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/roomTagPull/chooseContact,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ChooseContact.php#L63,web/legacy/dashboard/src/views/roomTagPull/create.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ChooseContact.php#L63,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ChooseContact.php#L63
dashboard,GET,/roomTagPull/index,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/Index.php#L81,web/legacy/dashboard/src/views/roomTagPull/index.vue,client:web/legacy/dashboard/src/views/roomTagPull/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/Index.php#L81
dashboard,GET,/roomTagPull/remindSend,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RemindSend.php#L102,web/legacy/dashboard/src/views/roomTagPull/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RemindSend.php#L102,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RemindSend.php#L102
dashboard,GET,/roomTagPull/roomList,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RoomList.php#L100,web/legacy/dashboard/src/components/Select/group.vue;web/legacy/dashboard/src/components/Select/selectGroup.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RoomList.php#L100,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/RoomList.php#L100
dashboard,GET,/roomTagPull/show,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/Show.php#L105,web/legacy/dashboard/src/views/roomTagPull/detail.vue,client:web/legacy/dashboard/src/views/roomTagPull/detail.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/Show.php#L105
dashboard,GET,/roomTagPull/showContact,web/legacy/dashboard/src/api/workRoom.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ShowContact.php#L112,web/legacy/dashboard/src/views/roomTagPull/detail.vue,client:web/legacy/dashboard/src/views/roomTagPull/detail.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ShowContact.php#L112,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/ShowContact.php#L112
dashboard,GET,/roomWelcome/index,web/legacy/dashboard/src/api/roomWelcome.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Index.php#L42,web/legacy/dashboard/src/views/roomWelcome/index.vue,client:web/legacy/dashboard/src/views/roomWelcome/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Index.php#L42
dashboard,GET,/roomWelcome/show,web/legacy/dashboard/src/api/roomWelcome.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Show.php#L50,web/legacy/dashboard/src/views/roomWelcome/create.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Show.php#L50,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Show.php#L50
dashboard,GET,/sensitiveWord/index,web/legacy/dashboard/src/api/sensitiveWords.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/sensitiveWordGroup/select,web/legacy/dashboard/src/api/sensitiveWords.js;web/legacy/dashboard/src/api/sensitiveWordsMonitor.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/sensitiveWordsMonitor/index,web/legacy/dashboard/src/api/sensitiveWordsMonitor.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/sensitiveWordsMonitor/show,web/legacy/dashboard/src/api/sensitiveWordsMonitor.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/addressKeyWordList,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/index,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/info,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/location,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/pageInfo,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/searchCity,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/share,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/show,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/showContact,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/shopCode/showShop,web/legacy/dashboard/src/api/shopCode.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/statistic/employeeCounts,web/legacy/dashboard/src/api/statistic.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/EmployeeCounts.php#L65,web/legacy/dashboard/src/views/statistics/employee.vue,client:web/legacy/dashboard/src/views/statistics/employee.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/EmployeeCounts.php#L65,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/EmployeeCounts.php#L65
dashboard,GET,/statistic/employees,web/legacy/dashboard/src/api/statistic.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Employees.php#L65,web/legacy/dashboard/src/views/statistics/employee.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Employees.php#L65,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Employees.php#L65
dashboard,GET,/statistic/employeesTrend,web/legacy/dashboard/src/api/statistic.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/EmployeesTrend.php#L65,web/legacy/dashboard/src/views/statistics/employee.vue,client:web/legacy/dashboard/src/views/statistics/employee.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/EmployeesTrend.php#L65
dashboard,GET,/statistic/index,web/legacy/dashboard/src/api/statistic.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Index.php#L52,web/legacy/dashboard/src/views/statistics/contact.vue,client:web/legacy/dashboard/src/views/statistics/contact.vue;git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Index.php#L52,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/Index.php#L52
dashboard,GET,/statistic/topList,web/legacy/dashboard/src/api/statistic.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/TopList.php#L53,web/legacy/dashboard/src/views/statistics/employee.vue,client:web/legacy/dashboard/src/views/statistics/employee.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/statistic/src/Action/Dashboard/TopList.php#L53
dashboard,GET,/Task/AutoTag/KeyWordTag,web/legacy/dashboard/src/api/autoTag.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/task/roomRemind,web/legacy/dashboard/src/api/roomRemind.js,internal/server/server.go,-,-,internal/server/server.go,internal/server/server.go
dashboard,GET,/user/index,web/legacy/dashboard/src/api/user.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Index.php#L41,web/legacy/dashboard/src/views/user/index.vue,client:web/legacy/dashboard/src/views/user/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Index.php#L41
dashboard,GET,/user/loginShow,web/legacy/dashboard/src/api/login.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/LoginShow.php#L50,web/legacy/dashboard/src/store/modules/user.js,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/LoginShow.php#L50,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/LoginShow.php#L50
dashboard,GET,/user/show,web/legacy/dashboard/src/api/user.js,internal/server/server.go,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Show.php#L78,web/legacy/dashboard/src/views/user/index.vue,client:web/legacy/dashboard/src/views/user/index.vue,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Show.php#L78
