app,method,path,dimension,reason,evidence
dashboard,GET,/workContact/track,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Track.php#L46
dashboard,GET,/workContact/track,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Track.php#L46
dashboard,GET,/workContactRoom/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Room/Index.php#L41
dashboard,GET,/workContactTag/allTag,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/AllTag.php#L40
dashboard,GET,/workContactTag/contactTagList,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/ContactTagList.php#L62
dashboard,GET,/workContactTag/detail,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/Detail.php#L43
dashboard,GET,/workContactTagGroup/detail,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/TagGroup/Detail.php#L43
dashboard,GET,/workContactTagGroup/detail,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/TagGroup/Detail.php#L43
dashboard,GET,/workContactTagGroup/index,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/TagGroup/Index.php#L40
dashboard,GET,/workDepartment/memberIndex,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workDepartment/memberIndex,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workDepartment/pageIndex,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-department/src/Action/Dashboard/PageIndex.php#L54
dashboard,GET,/workDepartment/selectByPhone,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-department/src/Action/Dashboard/SelectByPhone.php#L57
dashboard,GET,/workDepartment/showEmployee,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-department/src/Action/Dashboard/ShowEmployee.php#L54
dashboard,GET,/workEmployeeDepartment/memberIndex,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-employee/src/Action/Dashboard/Department/MemberIndex.php#L61
dashboard,GET,/workEmployeeDepartment/memberIndex,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-employee/src/Action/Dashboard/Department/MemberIndex.php#L61
dashboard,GET,/workFission/chooseContact,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/ChooseContact.php#L76
dashboard,GET,/workFission/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Index.php#L50
dashboard,GET,/workFission/info,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Info.php#L93
dashboard,GET,/workFission/info,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Info.php#L93
dashboard,GET,/workFission/show,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Show.php#L77
dashboard,GET,/workMessage/fromUsers,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessage/fromUsers,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workMessage/index,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessage/toUsers,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessage/toUsers,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workMessageConfig/corpIndex,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessageConfig/corpIndex,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workMessageConfig/corpShow,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessageConfig/corpShow,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workMessageConfig/stepCreate,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,/workMessageConfig/stepCreate,response,no-static-response-fields,internal/server/server.go
dashboard,GET,/workRoom/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-room/src/Action/Dashboard/Index.php#L41
dashboard,GET,/workRoom/statistics,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-room/src/Action/Dashboard/Statistics.php#L51
dashboard,GET,/workRoom/statisticsIndex,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-room/src/Action/Dashboard/StatisticsIndex.php#L51
dashboard,GET,/workRoom/statisticsIndex,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-room/src/Action/Dashboard/StatisticsIndex.php#L51
dashboard,GET,/workRoomAutoPull/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Index.php#L41
dashboard,GET,/workRoomAutoPull/index,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Index.php#L41
dashboard,GET,/workRoomAutoPull/show,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Show.php#L41
dashboard,GET,lottery/showContact,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,lottery/showContact,response,no-static-response-fields,internal/server/server.go
dashboard,GET,menu/iconIndex,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/IconIndex.php#L43
dashboard,GET,menu/iconIndex,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/IconIndex.php#L43
dashboard,GET,menu/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Index.php#L45
dashboard,GET,menu/index,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Index.php#L45
dashboard,GET,menu/select,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Select.php#L43
dashboard,GET,menu/select,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Select.php#L43
dashboard,GET,menu/show,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Show.php#L46
dashboard,GET,menu/show,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Show.php#L46
dashboard,GET,roomMessageBatchSend/remind,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Remind.php#L43
dashboard,GET,roomMessageBatchSend/roomOwnerSendIndex,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/RoomOwnerSendIndex.php#L43
dashboard,GET,roomMessageBatchSend/roomReceiveIndex,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/RoomReceiveIndex.php#L43
dashboard,GET,roomMessageBatchSend/show,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Show.php#L43
dashboard,GET,roomMessageBatchSend/show,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Show.php#L43
dashboard,GET,workContactTag/contactTagList,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/ContactTagList.php#L62
dashboard,GET,workMessage/index,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,GET,workRoomAutoPull/index,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Index.php#L41
dashboard,GET,workRoomAutoPull/index,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Index.php#L41
dashboard,POST,/agent/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-agent/src/Action/Dashboard/Store.php#L50
dashboard,POST,/autoTag/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/autoTag/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/channelCode/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Store.php#L44
dashboard,POST,/channelCodeGroup/store,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Group/Store.php#L45
dashboard,POST,/common/upload,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/common/src/Action/Dashboard/Upload.php#L37
dashboard,POST,/contactBatchAdd/allot,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/contactBatchAdd/allot,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/contactBatchAdd/importStore,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/contactBatchAdd/importStore,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/contactBatchAdd/settingUpdate,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/contactBatchAdd/settingUpdate,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/contactField/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Field/Store.php#L41
dashboard,POST,/contactMessageBatchSend/remind,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-message-batch-send/src/Action/Dashboard/Remind.php#L43
dashboard,POST,/contactMessageBatchSend/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-message-batch-send/src/Action/Dashboard/Store.php#L45
dashboard,POST,/contactSop/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/contactSop/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/contactTransfer/index,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-transfer/src/Action/Dashboard/Index.php#L53
dashboard,POST,/contactTransfer/room,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/contact-transfer/src/Action/Dashboard/TransferRoom.php#L74
dashboard,POST,/corp/bind,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Bind.php#L46
dashboard,POST,/corp/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/corp/src/Action/Dashboard/Store.php#L70
dashboard,POST,/mediumGroup/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Group/Store.php#L38
dashboard,POST,/radar/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/radar/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/radar/storeChannel,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/radar/storeChannel,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/radar/storeChannelLink,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/radar/storeChannelLink,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/role/permissionStore,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/PermissionStore.php#L35
dashboard,POST,/role/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Store.php#L54
dashboard,POST,/roomCalendar/addRoom,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomCalendar/addRoom,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomCalendar/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomCalendar/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomClockIn/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomClockIn/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomFission/invite,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomFission/invite,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomFission/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomFission/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomInfinitePull/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomInfinitePull/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomMessageBatchSend/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-message-batch-send/src/Action/Dashboard/Store.php#L47
dashboard,POST,/roomQuality/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomQuality/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomRemind/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomRemind/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomSop/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/roomSop/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/roomTagPull/filterContact,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/FilterContact.php#L72
dashboard,POST,/roomTagPull/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-tag-pull/src/Action/Dashboard/Store.php#L45
dashboard,POST,/roomWelcome/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Store.php#L47
dashboard,POST,/sensitiveWord/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/sensitiveWord/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/sensitiveWordGroup/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/sensitiveWordGroup/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/shopCode/pageSet,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/shopCode/pageSet,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/shopCode/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/shopCode/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/shopCode/updateEmployee,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/shopCode/updateEmployee,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/shopCode/updateQrcode,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/shopCode/updateQrcode,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/user/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Store.php#L41
dashboard,POST,/user/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Store.php#L41
dashboard,POST,/workContact/batchLabeling,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/BatchLabeling.php#L45
dashboard,POST,/workContact/batchLabeling,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/BatchLabeling.php#L45
dashboard,POST,/workContactTag/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/Store.php#L43
dashboard,POST,/workContactTag/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Tag/Store.php#L43
dashboard,POST,/workContactTagGroup/store,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/TagGroup/Store.php#L45
dashboard,POST,/workFission/invite,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Invite.php#L85
dashboard,POST,/workFission/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/work-fission/src/Action/Dashboard/Store.php#L47
dashboard,POST,/workMessageConfig/corpStore,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,/workMessageConfig/corpStore,response,no-static-response-fields,internal/server/server.go
dashboard,POST,/workRoomAutoPull/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-auto-pull/src/Action/Dashboard/Store.php#L41
dashboard,POST,lottery/store,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,POST,lottery/store,response,no-static-response-fields,internal/server/server.go
dashboard,POST,menu/store,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Store.php#L47
dashboard,POST,menu/store,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Menu/Store.php#L47
dashboard,PUT,/autoTag/onOff,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/autoTag/onOff,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/channelCode/update,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Update.php#L54
dashboard,PUT,/channelCodeGroup/move,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Group/Move.php#L45
dashboard,PUT,/channelCodeGroup/move,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Group/Move.php#L45
dashboard,PUT,/channelCodeGroup/update,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Group/Update.php#L45
dashboard,PUT,/channelCodeGroup/update,response,no-static-response-fields,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/channel-code/src/Action/Dashboard/Group/Update.php#L45
dashboard,PUT,/contactField/batchUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Field/BatchUpdate.php#L48
dashboard,PUT,/contactField/statusUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Field/StatusUpdate.php#L40
dashboard,PUT,/contactField/update,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/Field/Update.php#L49
dashboard,PUT,/contactFieldPivot/update,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/FieldPivot/Update.php#L43
dashboard,PUT,/contactFieldPivot/update,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/work-contact/src/Action/Dashboard/FieldPivot/Update.php#L43
dashboard,PUT,/contactSop/setEmployee,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/contactSop/setEmployee,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/contactSop/state,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/contactSop/state,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/contactSop/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/contactSop/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/lottery/batchContactTags,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/lottery/batchContactTags,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/lottery/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/lottery/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/medium/groupUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/GroupUpdate.php#L40
dashboard,PUT,/medium/update,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Update.php#L40
dashboard,PUT,/mediumGroup/update,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/medium/src/Action/Dashboard/Group/Update.php#L40
dashboard,PUT,/radar/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/radar/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/role/statusUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/StatusUpdate.php#L55
dashboard,PUT,/role/update,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/rbac/src/Action/Dashboard/Role/Update.php#L54
dashboard,PUT,/roomCalendar/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomCalendar/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomClockIn/batchContactTags,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomClockIn/batchContactTags,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomClockIn/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomClockIn/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomFission/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomFission/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomInfinitePull/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomInfinitePull/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomQuality/status,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomQuality/status,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomQuality/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomQuality/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomRemind/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomRemind/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomSop/setRoom,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomSop/setRoom,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomSop/state,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomSop/state,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomSop/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/roomSop/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/roomWelcome/update,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/plugin/mochat/room-welcome/src/Action/Dashboard/Update.php#L47
dashboard,PUT,/sensitiveWord/move,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/sensitiveWord/move,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/sensitiveWord/statusUpdate,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/sensitiveWord/statusUpdate,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/sensitiveWordGroup/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/sensitiveWordGroup/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/shopCode/batchContactTags,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/shopCode/batchContactTags,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/shopCode/status,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/shopCode/status,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/shopCode/update,corp_scope,no-static-corp-scope,internal/server/server.go
dashboard,PUT,/shopCode/update,response,no-static-response-fields,internal/server/server.go
dashboard,PUT,/user/logout,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/Logout.php#L41
dashboard,PUT,/user/passwordReset,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/PasswordReset.php#L60
dashboard,PUT,/user/passwordReset,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/PasswordReset.php#L60
dashboard,PUT,/user/passwordUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/PasswordUpdate.php#L60
dashboard,PUT,/user/passwordUpdate,response,indirect-response-shape,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/PasswordUpdate.php#L60
dashboard,PUT,/user/statusUpdate,corp_scope,no-static-corp-scope,git:3dcd216c188df34f2c3ed489b8e8b9473e635488:api-server/app/core/user/src/Action/Dashboard/StatusUpdate.php#L53
